110;08.08.2014-15:24:16;0;39;
111;08.08.2014-15:24:21;0;45;
112;08.08.2014-15:24:26;0;60;
113;08.08.2014-15:24:31;0;44;
114;08.08.2014-15:24:37;0;39;
115;08.08.2014-15:24:42;0;37;
116;08.08.2014-15:24:47;0;45;
117;08.08.2014-15:24:52;0;43;
118;08.08.2014-15:24:57;0;44;
119;08.08.2014-15:25:02;0;41;
120;08.08.2014-15:25:07;0;40;
121;08.08.2014-15:25:12;0;45;
122;08.08.2014-15:25:17;0;42;
123;08.08.2014-15:25:22;0;39;
124;08.08.2014-15:25:27;0;35;
125;08.08.2014-15:25:32;0;39;
126;08.08.2014-15:25:37;0;40;
127;08.08.2014-15:25:42;0;41;
128;08.08.2014-15:25:47;0;36;
129;08.08.2014-15:25:53;0;45;
130;08.08.2014-15:25:58;0;45;
131;08.08.2014-15:26:03;0;39;
132;08.08.2014-15:26:08;0;34;
133;08.08.2014-15:26:13;0;48;
134;08.08.2014-15:26:18;0;38;
135;08.08.2014-15:26:23;0;47;
136;08.08.2014-15:26:28;0;34;
137;08.08.2014-15:26:33;0;37;
138;08.08.2014-15:26:38;0;36;
139;08.08.2014-15:26:43;0;41;
140;08.08.2014-15:26:48;0;34;
141;08.08.2014-15:26:53;0;39;
142;08.08.2014-15:26:58;0;38;
143;08.08.2014-15:27:03;0;35;
144;08.08.2014-15:27:08;0;42;
145;08.08.2014-15:27:14;0;46;
146;08.08.2014-15:27:19;0;36;
147;08.08.2014-15:27:24;0;39;
148;08.08.2014-15:27:29;0;38;
149;08.08.2014-15:27:34;0;39;
150;08.08.2014-15:27:39;0;46;
151;08.08.2014-15:27:44;0;41;
152;08.08.2014-15:27:49;0;40;
153;08.08.2014-15:27:54;0;40;
154;08.08.2014-15:27:59;0;38;
155;08.08.2014-15:28:04;0;49;
156;08.08.2014-15:28:09;0;35;
157;08.08.2014-15:28:14;0;37;
158;08.08.2014-15:28:19;0;50;
159;08.08.2014-15:28:25;0;45;
160;08.08.2014-15:28:30;0;58;
161;08.08.2014-15:28:35;0;41;
162;08.08.2014-15:28:40;0;42;
163;08.08.2014-15:28:45;0;37;
164;08.08.2014-15:28:50;0;50;
165;08.08.2014-15:28:55;0;43;
166;08.08.2014-15:29:00;0;37;
167;08.08.2014-15:29:05;0;44;
168;08.08.2014-15:29:10;0;35;
169;08.08.2014-15:29:15;0;40;
170;08.08.2014-15:29:20;0;45;
171;08.08.2014-15:29:25;0;46;
172;08.08.2014-15:29:31;0;41;
173;08.08.2014-15:29:36;0;38;
174;08.08.2014-15:29:41;0;40;
175;08.08.2014-15:29:46;0;45;
176;08.08.2014-15:29:51;0;37;
177;08.08.2014-15:29:56;0;39;
178;08.08.2014-15:30:01;0;51;
179;08.08.2014-15:30:06;0;43;
180;08.08.2014-15:30:11;0;42;
181;08.08.2014-15:30:16;0;46;
182;08.08.2014-15:30:21;0;41;
183;08.08.2014-15:30:26;0;36;
184;08.08.2014-15:30:31;0;39;
185;08.08.2014-15:30:36;0;43;
186;08.08.2014-15:30:41;0;38;
187;08.08.2014-15:30:47;0;40;
188;08.08.2014-15:30:52;0;45;
189;08.08.2014-15:30:57;0;6430;
190;08.08.2014-15:31:08;0;42;
191;08.08.2014-15:31:13;0;50;
192;08.08.2014-15:31:18;0;41;
193;08.08.2014-15:31:23;0;43;
194;08.08.2014-15:31:28;0;37;
195;08.08.2014-15:31:34;0;51;
196;08.08.2014-15:31:39;0;46;
197;08.08.2014-15:31:44;0;49;
198;08.08.2014-15:31:49;0;38;
199;08.08.2014-15:31:54;0;40;
200;08.08.2014-15:31:59;0;38;
201;08.08.2014-15:32:04;0;39;
202;08.08.2014-15:32:09;0;36;
203;08.08.2014-15:32:14;0;39;
204;08.08.2014-15:32:19;0;49;
205;08.08.2014-15:32:24;0;41;
206;08.08.2014-15:32:29;0;40;
207;08.08.2014-15:32:34;0;42;
208;08.08.2014-15:32:39;0;41;
209;08.08.2014-15:32:45;0;40;
210;08.08.2014-15:32:50;0;50;
211;08.08.2014-15:32:55;0;40;
212;08.08.2014-15:33:00;0;43;
213;08.08.2014-15:33:05;0;41;
214;08.08.2014-15:33:10;0;43;
215;08.08.2014-15:33:15;0;37;
216;08.08.2014-15:33:20;0;39;
217;08.08.2014-15:33:25;0;39;
218;08.08.2014-15:33:30;0;51;
219;08.08.2014-15:33:35;0;36;
220;08.08.2014-15:33:40;0;39;
221;08.08.2014-15:33:45;0;47;
222;08.08.2014-15:33:50;0;41;
223;08.08.2014-15:33:55;0;42;
224;08.08.2014-15:34:01;0;38;
225;08.08.2014-15:34:06;0;36;
226;08.08.2014-15:34:11;0;40;
227;08.08.2014-15:34:16;0;50;
228;08.08.2014-15:34:21;0;48;
229;08.08.2014-15:34:26;0;45;
230;08.08.2014-15:34:31;0;40;
231;08.08.2014-15:34:36;0;43;
232;08.08.2014-15:34:41;0;46;
233;08.08.2014-15:34:46;0;41;
234;08.08.2014-15:34:51;0;47;
235;08.08.2014-15:34:56;0;45;
236;08.08.2014-15:35:01;0;38;
237;08.08.2014-15:35:06;0;47;
238;08.08.2014-15:35:12;0;39;
239;08.08.2014-15:35:17;0;43;
240;08.08.2014-15:35:22;0;42;
241;08.08.2014-15:35:27;0;39;
242;08.08.2014-15:35:32;0;41;
243;08.08.2014-15:35:37;0;36;
244;08.08.2014-15:35:42;0;35;
245;08.08.2014-15:35:47;0;38;
246;08.08.2014-15:35:52;0;42;
247;08.08.2014-15:35:57;0;43;
248;08.08.2014-15:36:02;0;39;
249;08.08.2014-15:36:07;0;39;
250;08.08.2014-15:36:12;0;49;
251;08.08.2014-15:36:17;0;45;
252;08.08.2014-15:36:22;0;46;
253;08.08.2014-15:36:28;0;45;
254;08.08.2014-15:36:33;0;36;
255;08.08.2014-15:36:38;0;43;
256;08.08.2014-15:36:43;0;45;
257;08.08.2014-15:36:48;0;49;
258;08.08.2014-15:36:53;0;42;
259;08.08.2014-15:36:58;0;49;
260;08.08.2014-15:37:03;0;41;
261;08.08.2014-15:37:08;0;43;
262;08.08.2014-15:37:13;0;46;
263;08.08.2014-15:37:18;0;44;
264;08.08.2014-15:37:23;0;43;
265;08.08.2014-15:37:28;0;42;
266;08.08.2014-15:37:33;0;41;
267;08.08.2014-15:37:39;0;43;
268;08.08.2014-15:37:44;0;43;
269;08.08.2014-15:37:49;0;40;
270;08.08.2014-15:37:54;0;47;
271;08.08.2014-15:37:59;0;50;
272;08.08.2014-15:38:04;0;56;
273;08.08.2014-15:38:09;0;45;
274;08.08.2014-15:38:14;0;44;
275;08.08.2014-15:38:19;0;42;
276;08.08.2014-15:38:24;0;43;
277;08.08.2014-15:38:29;0;43;
278;08.08.2014-15:38:34;0;36;
279;08.08.2014-15:38:39;0;49;
280;08.08.2014-15:38:45;0;36;
281;08.08.2014-15:38:50;0;37;
282;08.08.2014-15:38:55;0;38;
283;08.08.2014-15:39:00;0;40;
284;08.08.2014-15:39:05;0;38;
285;08.08.2014-15:39:10;0;39
