1;08.08.2014-15:15:04;0;69;
2;08.08.2014-15:15:09;0;41;
3;08.08.2014-15:15:14;0;42;
4;08.08.2014-15:15:19;0;37;
5;08.08.2014-15:15:24;0;46;
6;08.08.2014-15:15:29;0;40;
7;08.08.2014-15:15:34;0;40;
8;08.08.2014-15:15:39;0;43;
9;08.08.2014-15:15:44;0;38;
10;08.08.2014-15:15:49;0;44;
11;08.08.2014-15:15:54;0;36;
12;08.08.2014-15:15:59;0;42;
13;08.08.2014-15:16:04;0;48;
14;08.08.2014-15:16:10;0;43;
15;08.08.2014-15:16:15;0;43;
16;08.08.2014-15:16:20;0;45;
17;08.08.2014-15:16:25;0;36;
18;08.08.2014-15:16:30;0;41;
19;08.08.2014-15:16:35;0;37;
20;08.08.2014-15:16:40;0;46;
21;08.08.2014-15:16:45;0;38;
22;08.08.2014-15:16:50;0;39;
23;08.08.2014-15:16:55;0;39;
24;08.08.2014-15:17:00;0;38;
25;08.08.2014-15:17:05;0;36;
26;08.08.2014-15:17:10;0;37;
27;08.08.2014-15:17:15;0;39;
28;08.08.2014-15:17:20;0;36;
29;08.08.2014-15:17:26;0;41;
30;08.08.2014-15:17:31;0;38;
31;08.08.2014-15:17:36;0;41;
32;08.08.2014-15:17:41;0;44;
33;08.08.2014-15:17:46;0;45;
34;08.08.2014-15:17:51;0;40;
35;08.08.2014-15:17:56;0;44;
36;08.08.2014-15:18:01;0;43;
37;08.08.2014-15:18:06;0;41;
38;08.08.2014-15:18:11;0;42;
39;08.08.2014-15:18:16;0;44;
40;08.08.2014-15:18:21;0;36;
41;08.08.2014-15:18:26;0;37;
42;08.08.2014-15:18:31;0;35;
43;08.08.2014-15:18:36;0;37;
44;08.08.2014-15:18:42;0;41;
45;08.08.2014-15:18:47;0;38;
46;08.08.2014-15:18:52;0;46;
47;08.08.2014-15:18:57;0;44;
48;08.08.2014-15:19:02;0;41;
49;08.08.2014-15:19:07;0;46;
50;08.08.2014-15:19:12;0;39;
51;08.08.2014-15:19:17;0;37;
52;08.08.2014-15:19:22;0;45;
53;08.08.2014-15:19:27;0;43;
54;08.08.2014-15:19:32;0;39;
55;08.08.2014-15:19:37;0;44;
56;08.08.2014-15:19:42;0;41;
57;08.08.2014-15:19:47;0;45;
58;08.08.2014-15:19:53;0;41;
59;08.08.2014-15:19:58;0;45;
60;08.08.2014-15:20:03;0;41;
61;08.08.2014-15:20:08;0;44;
62;08.08.2014-15:20:13;0;41;
63;08.08.2014-15:20:18;0;43;
64;08.08.2014-15:20:23;0;56;
65;08.08.2014-15:20:28;0;54;
66;08.08.2014-15:20:33;0;39;
67;08.08.2014-15:20:38;0;46;
68;08.08.2014-15:20:43;0;43;
69;08.08.2014-15:20:48;0;41;
70;08.08.2014-15:20:53;0;42;
71;08.08.2014-15:20:58;0;49;
72;08.08.2014-15:21:04;0;41;
73;08.08.2014-15:21:09;0;38;
74;08.08.2014-15:21:14;0;41;
75;08.08.2014-15:21:19;0;43;
76;08.08.2014-15:21:24;0;44;
77;08.08.2014-15:21:29;0;39;
78;08.08.2014-15:21:34;0;41;
79;08.08.2014-15:21:39;0;36;
80;08.08.2014-15:21:44;0;38;
81;08.08.2014-15:21:49;0;40;
82;08.08.2014-15:21:54;0;45;
83;08.08.2014-15:21:59;0;46;
84;08.08.2014-15:22:04;0;40;
85;08.08.2014-15:22:10;0;39;
86;08.08.2014-15:22:15;0;39;
87;08.08.2014-15:22:20;0;44;
88;08.08.2014-15:22:25;0;41;
89;08.08.2014-15:22:30;0;42;
90;08.08.2014-15:22:35;0;42;
91;08.08.2014-15:22:40;0;37;
92;08.08.2014-15:22:45;0;42;
93;08.08.2014-15:22:50;0;37;
94;08.08.2014-15:22:55;0;37;
95;08.08.2014-15:23:00;0;40;
96;08.08.2014-15:23:05;0;40;
97;08.08.2014-15:23:10;0;39;
98;08.08.2014-15:23:15;0;44;
99;08.08.2014-15:23:20;0;42;
100;08.08.2014-15:23:26;0;39;
101;08.08.2014-15:23:31;0;43;
102;08.08.2014-15:23:36;0;40;
103;08.08.2014-15:23:41;0;37;
104;08.08.2014-15:23:46;0;38;
105;08.08.2014-15:23:51;0;46;
106;08.08.2014-15:23:56;0;39;
107;08.08.2014-15:24:01;0;44;
108;08.08.2014-15:24:06;0;45;
109;08.08.2014-15:24:11;0;45;
